vx,vy,vz,sci_photons,xpos0,ypos0,photons0,xpos1,ypos1,photons1,xpos2,ypos2,photons2,xpos3,ypos3,photons3
-0.700731,8.9782,8.26105,6271,-25,-25,19,-25,25,11,25,-25,10,25,25,18
-13.8482,4.17865,-1.62768,15663,-25,-25,36,-25,25,42,25,-25,14,25,25,25
12.3855,-7.53188,-3.86905,41,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
19.0334,-6.58178,-1.11177,27,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
8.14608,-21.9841,9.36731,3140,-25,-25,4,-25,25,3,25,-25,15,25,25,6
-11.6015,2.74273,-6.6787,49,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,25,25,1
5.66637,-14.3788,3.35062,122493,-25,-25,212,-25,25,159,25,-25,293,25,25,168
-9.39902,-17.3128,-6.33134,33068,-25,-25,100,-25,25,53,25,-25,71,25,25,32
-8.47348,3.08666,5.17706,45,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-18.0827,-13.2626,5.05279,64,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-8.93716,8.21858,7.86172,64,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-4.44049,-0.475813,-7.67837,38394,-25,-25,68,-25,25,53,25,-25,53,25,25,44
-2.86011,14.8813,4.49988,53,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,25,25,1
7.00639,16.4631,7.66548,63,-99.9,-99.9,-1,-25,25,1,-99.9,-99.9,-1,-99.9,-99.9,-1
-2.5213,-2.44387,-2.98678,700330,-25,-25,1537,-25,25,1156,25,-25,1033,25,25,968
-14.7879,15.4824,-7.7948,73,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-3.56701,17.1944,-6.97784,263087,-25,-25,390,-25,25,816,25,-25,293,25,25,379
10.5443,-2.91394,-6.95421,314433,-25,-25,551,-25,25,515,25,-25,527,25,25,462
-16.941,-14.3851,7.89637,210,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
21.4181,-9.66012,-8.72768,425691,-25,-25,824,-25,25,678,25,-25,821,25,25,621
-20.6786,16.7439,-7.5876,63842,-25,-25,68,-25,25,185,25,-25,57,25,25,77
-18.7152,9.61706,6.40679,142,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
21.4351,-3.2232,-2.94644,51,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-1.01028,-14.3867,-2.71767,105,-25,-25,2,-99.9,-99.9,-1,-99.9,-99.9,-1,25,25,2
-1.81039,1.28189,-0.54929,1474,-25,-25,1,-25,25,5,25,-25,1,25,25,2
2.72061,-9.41827,3.04119,54,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-21.5067,2.86061,-9.21439,14156,-25,-25,33,-25,25,40,25,-25,17,25,25,17
14.4501,17.2823,-6.85082,220991,-25,-25,308,-25,25,457,25,-25,286,25,25,468
-5.99145,-4.22642,1.873,50296,-25,-25,106,-25,25,88,25,-25,72,25,25,78
3.9459,-8.96246,6.61281,68,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-13.6177,-8.74399,1.67221,93,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
5.00029,-1.15665,8.2537,12692,-25,-25,24,-25,25,15,25,-25,26,25,25,20
-19.7826,-19.0473,-5.48243,50789,-25,-25,280,-25,25,68,25,-25,65,25,25,55
3.11911,3.75556,-7.7519,78867,-25,-25,145,-25,25,103,25,-25,145,25,25,113
14.4162,-12.2051,-3.9127,167608,-25,-25,208,-25,25,201,25,-25,536,25,25,334
3.46478,2.27397,9.59536,37366,-25,-25,24,-25,25,40,25,-25,53,25,25,196
5.96692,2.09756,-5.75781,155412,-25,-25,250,-25,25,222,25,-25,340,25,25,262
10.0892,-20.5753,2.78657,76516,-25,-25,158,-25,25,86,25,-25,184,25,25,99
-4.45451,-12.799,-7.73532,191989,-25,-25,410,-25,25,252,25,-25,418,25,25,264
19.8528,5.02846,6.86492,51496,-25,-25,63,-25,25,73,25,-25,102,25,25,146
21.4576,-7.16795,9.10868,54895,-25,-25,80,-25,25,55,25,-25,163,25,25,110
-14.5945,-2.11462,-6.35816,113330,-25,-25,234,-25,25,243,25,-25,162,25,25,142
10.523,2.0578,8.54314,61,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
12.6127,7.68312,6.85074,4920,-25,-25,8,-25,25,6,25,-25,13,25,25,18
7.59834,5.97091,-0.789222,62,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
8.21699,-5.46698,8.08934,6932,-25,-25,7,-25,25,8,25,-25,11,25,25,29
1.31508,17.0999,-3.88838,0,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-17.8803,12.8631,4.94486,479,-25,-25,1,-25,25,1,-99.9,-99.9,-1,-99.9,-99.9,-1
5.9418,7.6473,8.78166,80,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
13.5882,-11.6381,-2.89867,134880,-25,-25,191,-25,25,138,25,-25,401,25,25,199
-0.574327,4.52666,-8.79685,72778,-25,-25,125,-25,25,158,25,-25,108,25,25,122
13.4444,-17.6711,4.56062,87,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-7.31917,-5.06109,-1.93477,23069,-25,-25,56,-25,25,30,25,-25,37,25,25,28
11.9608,-16.1301,-7.65125,150046,-25,-25,225,-25,25,166,25,-25,482,25,25,209
-12.4145,3.63397,-7.77168,106365,-25,-25,252,-25,25,231,25,-25,113,25,25,150
-2.57459,9.20501,-9.05431,188102,-25,-25,246,-25,25,365,25,-25,256,25,25,380
6.42017,21.9271,-5.28855,20878,-25,-25,33,-25,25,32,25,-25,22,25,25,66
16.3739,-9.41482,-7.03826,631,-25,-25,1,-99.9,-99.9,-1,25,-25,5,25,25,1
21.6961,6.1256,8.83118,78,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,25,25,1
-2.74835,18.7881,-0.0412312,18763,-25,-25,15,-25,25,38,25,-25,22,25,25,27
-3.25977,3.66307,-0.919572,60928,-25,-25,129,-25,25,118,25,-25,83,25,25,70
-11.4569,17.0586,-5.96076,1160,-25,-25,1,-25,25,2,25,-25,1,-99.9,-99.9,-1
-14.8008,-7.91614,9.91675,1968,-25,-25,8,-25,25,1,25,-25,2,25,25,4
17.2663,13.0761,2.61287,116,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-5.64862,3.27587,-4.47979,151973,-25,-25,194,-25,25,289,25,-25,209,25,25,339
16.3305,16.5126,-6.46027,92,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-17.7655,-4.9815,-1.31365,216,-99.9,-99.9,-1,-25,25,3,-99.9,-99.9,-1,-99.9,-99.9,-1
-21.8398,17.7548,0.406305,68747,-25,-25,81,-25,25,289,25,-25,83,25,25,79
-17.9213,-19.4821,8.26754,55710,-25,-25,234,-25,25,74,25,-25,56,25,25,64
0.607132,-13.7078,5.29479,54,-99.9,-99.9,-1,-25,25,1,-99.9,-99.9,-1,-99.9,-99.9,-1
7.1622,-8.94057,5.59362,13543,-25,-25,31,-25,25,16,25,-25,35,25,25,24
5.51411,8.11759,-8.8619,122,-25,-25,1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
4.35911,21.9077,-8.74843,63763,-25,-25,72,-25,25,121,25,-25,81,25,25,191
12.9606,0.271441,-1.4731,44,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
17.2639,-7.53457,-4.58828,9453,-25,-25,13,-25,25,13,25,-25,23,25,25,11
12.0965,11.952,0.925004,99,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-13.1625,4.73536,-6.30403,57844,-25,-25,113,-25,25,128,25,-25,68,25,25,84
6.80984,10.866,6.34271,11328,-25,-25,12,-25,25,17,25,-25,19,25,25,23
-6.02655,-5.74119,3.61947,46927,-25,-25,93,-25,25,90,25,-25,77,25,25,66
-9.58857,-1.53818,4.40758,17608,-25,-25,33,-25,25,29,25,-25,25,25,25,27
-19.2564,9.59733,-1.33005,111,-25,-25,1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-1.21471,13.9672,-1.78747,96,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
4.54355,4.28321,-1.27514,226884,-25,-25,367,-25,25,423,25,-25,350,25,25,355
9.64111,-5.34331,-8.14549,0,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
14.4083,-2.00309,9.34963,113,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
10.4751,-4.21848,-6.58806,77696,-25,-25,113,-25,25,95,25,-25,174,25,25,150
6.09266,10.4187,-5.38056,194,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,25,25,1
-13.1905,-13.273,0.279364,80377,-25,-25,223,-25,25,128,25,-25,125,25,25,90
-20.6725,-11.1287,-9.4096,34,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-11.5055,-6.3096,-6.88006,154703,-25,-25,357,-25,25,311,25,-25,224,25,25,181
-20.6672,-19.6959,8.56049,13980,-25,-25,59,-25,25,19,25,-25,16,25,25,11
3.40073,-7.29316,-4.89669,175255,-25,-25,354,-25,25,257,25,-25,352,25,25,254
10.7598,16.5504,-7.77828,185,-99.9,-99.9,-1,-25,25,1,-99.9,-99.9,-1,25,25,1
0.953875,1.79907,2.60995,63273,-25,-25,123,-25,25,99,25,-25,98,25,25,108
9.55309,1.53423,-1.50398,70452,-25,-25,96,-25,25,79,25,-25,156,25,25,125
-6.05128,-17.3473,-0.793784,98024,-25,-25,270,-25,25,121,25,-25,198,25,25,103
17.5852,-0.167508,-1.60267,44523,-25,-25,57,-25,25,56,25,-25,93,25,25,95
4.01478,-3.83481,-9.38266,212183,-25,-25,299,-25,25,332,25,-25,348,25,25,431
-5.37661,3.69696,-1.12766,22518,-25,-25,26,-25,25,48,25,-25,20,25,25,28
18.3684,-3.82017,-5.69026,128131,-25,-25,181,-25,25,171,25,-25,281,25,25,217
7.80164,8.14881,-9.75254,109637,-25,-25,163,-25,25,160,25,-25,197,25,25,215
-20.2348,2.33066,9.59384,6192,-25,-25,24,-25,25,10,25,-25,7,25,25,9
18.426,-10.0025,0.745969,37304,-25,-25,36,-25,25,36,25,-25,106,25,25,63
18.3093,-6.7394,2.7549,101,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
10.4911,-6.98555,-9.64308,67,-25,-25,1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
20.76,-6.11454,-8.92963,6257,-25,-25,7,-25,25,3,25,-25,17,25,25,8
9.41865,-21.8423,-4.3009,108,-25,-25,1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-16.4543,-4.42928,-1.56139,2138,-25,-25,4,-25,25,5,25,-25,3,25,25,1
-12.3422,-16.6391,5.65661,15,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
8.15081,10.0737,6.563,12174,-25,-25,23,-25,25,19,25,-25,28,25,25,32
6.20762,-14.5275,-7.02516,141,-25,-25,1,-99.9,-99.9,-1,-99.9,-99.9,-1,25,25,1
15.0116,8.92217,3.87713,81019,-25,-25,95,-25,25,94,25,-25,142,25,25,257
-21.4262,7.15093,0.26315,32,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
7.35956,13.0264,9.74142,158,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
3.26848,5.89168,6.25758,8536,-25,-25,13,-25,25,7,25,-25,10,25,25,25
-3.56894,2.17463,9.29421,6213,-25,-25,12,-25,25,22,25,-25,8,25,25,14
-2.47055,3.28725,0.80874,123104,-25,-25,229,-25,25,261,25,-25,167,25,25,199
13.5735,9.61393,-7.29082,17550,-25,-25,25,-25,25,22,25,-25,16,25,25,55
-5.29641,-0.978804,2.02863,1548,-25,-25,3,-25,25,5,25,-25,3,25,25,4
-15.101,-5.76182,4.9731,357,-25,-25,2,-25,25,2,25,-25,1,-99.9,-99.9,-1
12.0068,-16.328,-4.63635,166,-99.9,-99.9,-1,-99.9,-99.9,-1,25,-25,1,-99.9,-99.9,-1
-2.02996,0.576453,-8.08692,141441,-25,-25,214,-25,25,194,25,-25,285,25,25,198
2.91968,-16.7854,5.292,1010,-25,-25,1,-25,25,1,25,-25,1,25,25,2
-12.2869,21.6366,-9.07543,3162,-25,-25,9,-25,25,19,25,-25,6,25,25,6
13.5561,16.2949,9.12926,7216,-25,-25,9,-25,25,7,25,-25,6,25,25,16
-17.3435,14.924,0.973083,67925,-25,-25,104,-25,25,263,25,-25,86,25,25,105
5.10141,-20.5114,5.9444,96335,-25,-25,172,-25,25,111,25,-25,252,25,25,120
-17.7388,4.87246,8.29932,62,-99.9,-99.9,-1,-25,25,1,25,-25,1,-99.9,-99.9,-1
16.8445,1.45281,5.25871,8561,-25,-25,6,-25,25,7,25,-25,10,25,25,35
8.12709,-8.34095,-8.16977,16999,-25,-25,28,-25,25,24,25,-25,37,25,25,31
-13.072,18.9258,5.2114,53,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-2.22349,-20.0932,-0.23641,44186,-25,-25,120,-25,25,53,25,-25,77,25,25,51
-12.0734,7.79062,-3.79267,47940,-25,-25,95,-25,25,133,25,-25,72,25,25,66
-20.4914,-9.82052,9.56977,20561,-25,-25,51,-25,25,23,25,-25,29,25,25,13
19.4576,11.1206,-1.39563,0,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-17.6193,-16.4476,7.39887,125097,-25,-25,425,-25,25,166,25,-25,211,25,25,137
-14.0911,17.6341,2.77678,29105,-25,-25,39,-25,25,135,25,-25,16,25,25,45
-8.08788,-7.28318,1.30042,7079,-25,-25,18,-25,25,14,25,-25,12,25,25,12
-15.767,5.07745,-1.53274,81,-25,-25,1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
14.1063,-18.4253,-0.696375,123,-99.9,-99.9,-1,-25,25,1,-99.9,-99.9,-1,25,25,1
-11.2406,-14.7205,6.95814,14693,-25,-25,49,-25,25,19,25,-25,13,25,25,17
-21.918,-5.04073,-6.21452,117,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-13.6693,-12.8853,9.4009,70,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-16.9104,0.0309176,-3.75233,104085,-25,-25,231,-25,25,234,25,-25,125,25,25,125
-17.1848,-20.1771,8.56156,7369,-25,-25,28,-25,25,9,25,-25,10,25,25,7
19.0547,-0.0894713,5.80222,143,-99.9,-99.9,-1,-25,25,1,-99.9,-99.9,-1,-99.9,-99.9,-1
-13.333,-5.68692,9.10661,132231,-25,-25,306,-25,25,239,25,-25,181,25,25,143
3.18193,-1.80814,7.68279,1808,-25,-25,4,-25,25,1,25,-25,4,25,25,4
21.6642,3.36103,1.3164,121193,-25,-25,125,-25,25,140,25,-25,313,25,25,255
13.5699,17.5552,-2.06338,3476,-25,-25,3,-25,25,10,25,-25,8,25,25,5
3.65832,5.37874,3.77873,87,-99.9,-99.9,-1,-99.9,-99.9,-1,25,-25,1,-99.9,-99.9,-1
8.90011,-14.2401,-7.73408,111651,-25,-25,182,-25,25,116,25,-25,351,25,25,143
1.49616,12.8932,-4.27271,176931,-25,-25,204,-25,25,406,25,-25,240,25,25,398
20.4763,15.4211,-2.25023,4799,-25,-25,3,-25,25,2,25,-25,17,25,25,24
-4.65412,12.237,-9.16284,248225,-25,-25,356,-25,25,645,25,-25,294,25,25,421
-11.9128,0.734007,-8.48428,93,-25,-25,1,-25,25,3,-99.9,-99.9,-1,-99.9,-99.9,-1
11.6743,7.35161,-6.73599,71601,-25,-25,88,-25,25,98,25,-25,130,25,25,180
12.3301,3.38921,7.01713,96,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,25,25,1
7.30012,20.9668,-6.56669,86,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
20.7551,-13.6275,9.12211,28835,-25,-25,33,-25,25,39,25,-25,58,25,25,71
10.9289,2.62795,-4.94644,65093,-25,-25,75,-25,25,108,25,-25,112,25,25,120
-10.4948,5.94008,7.85263,74,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
21.8761,10.524,-9.74285,6894,-25,-25,3,-25,25,7,25,-25,13,25,25,33
-14.7631,-8.61052,9.95173,24559,-25,-25,62,-25,25,39,25,-25,27,25,25,29
-3.60169,4.25794,-3.61347,5871,-25,-25,12,-25,25,11,25,-25,11,25,25,7
-6.79295,6.54909,0.753313,46609,-25,-25,32,-25,25,91,25,-25,52,25,25,107
11.4035,4.77977,-2.23294,43394,-25,-25,54,-25,25,61,25,-25,73,25,25,93
2.95022,12.832,2.81931,19854,-25,-25,29,-25,25,27,25,-25,27,25,25,45
-11.8457,-8.86671,2.75199,118429,-25,-25,308,-25,25,168,25,-25,195,25,25,172
6.30281,15.362,-6.33954,92,-99.9,-99.9,-1,-25,25,1,-99.9,-99.9,-1,-99.9,-99.9,-1
-7.95893,-15.8626,-2.24702,21650,-25,-25,76,-25,25,26,25,-25,32,25,25,23
-11.591,5.85822,0.548244,153,-99.9,-99.9,-1,-25,25,1,-99.9,-99.9,-1,-99.9,-99.9,-1
11.3507,21.6424,9.89824,69,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
8.15845,-12.7888,3.09845,83,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-1.41456,21.9085,-8.63281,2479,-25,-25,9,-25,25,8,25,-25,1,25,25,5
5.01554,-7.53157,-1.69583,47,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
18.2597,19.3706,4.40067,506,-25,-25,2,-99.9,-99.9,-1,25,-25,1,25,25,3
2.82211,-3.65655,2.19415,10749,-25,-25,23,-25,25,16,25,-25,19,25,25,16
9.02166,12.8,-4.08718,209,-25,-25,1,-99.9,-99.9,-1,-99.9,-99.9,-1,25,25,1
-12.0847,16.4273,8.01667,65061,-25,-25,108,-25,25,182,25,-25,83,25,25,109
-12.3485,-19.8942,2.40084,45991,-25,-25,162,-25,25,64,25,-25,73,25,25,44
20.5107,-17.0053,0.340108,61933,-25,-25,86,-25,25,64,25,-25,282,25,25,84
-13.2896,-6.41055,-6.86675,0,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-20.2899,-5.76218,3.71382,2964,-25,-25,12,-25,25,6,25,-25,8,25,25,1
-18.151,-19.5869,2.94797,35589,-25,-25,130,-25,25,44,25,-25,65,25,25,25
19.6525,-16.7797,-9.46441,110,-99.9,-99.9,-1,-25,25,2,-99.9,-99.9,-1,-99.9,-99.9,-1
-1.86288,1.7878,-9.35274,97,-25,-25,1,-99.9,-99.9,-1,25,-25,1,25,25,1
-5.74105,-16.6777,3.05646,60155,-25,-25,156,-25,25,75,25,-25,105,25,25,68
10.9083,-20.5084,4.27424,54827,-25,-25,62,-25,25,50,25,-25,191,25,25,86
-15.6756,-7.08333,4.2835,0,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
14.8153,4.24051,-2.05717,186784,-25,-25,223,-25,25,229,25,-25,320,25,25,517
-15.436,-0.404388,-8.62592,18566,-25,-25,44,-25,25,31,25,-25,26,25,25,23
-21.0316,-11.2287,-3.93087,274729,-25,-25,647,-25,25,561,25,-25,305,25,25,324
19.2265,-0.268099,-9.32362,0,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
11.3572,-0.391104,5.8763,274,-99.9,-99.9,-1,-99.9,-99.9,-1,25,-25,1,25,25,1
-7.54677,20.0088,2.28967,96971,-25,-25,121,-25,25,272,25,-25,100,25,25,169
5.02533,-19.2973,4.63003,6069,-25,-25,12,-25,25,9,25,-25,12,25,25,5
-0.400041,8.96422,5.79798,26,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-0.351737,-1.09539,-9.46823,154910,-25,-25,246,-25,25,267,25,-25,246,25,25,257
8.4072,-13.2466,7.288,1506,-25,-25,3,-25,25,3,25,-25,6,25,25,2
-15.6214,20.7704,9.46046,38110,-25,-25,39,-25,25,134,25,-25,46,25,25,53
-11.1877,-19.2154,3.48102,5896,-25,-25,17,-25,25,8,25,-25,5,25,25,3
-3.85541,-21.5197,-4.2678,14485,-25,-25,34,-25,25,30,25,-25,26,25,25,16
-3.10903,-19.011,9.59278,42465,-25,-25,103,-25,25,57,25,-25,96,25,25,50
-18.945,20.7641,9.07046,34660,-25,-25,45,-25,25,161,25,-25,35,25,25,58
18.1834,1.09431,-2.56035,82,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
10.0529,-9.70416,6.858,1255,-25,-25,1,-25,25,2,25,-25,6,25,25,2
17.339,7.70246,-0.194373,0,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
12.9782,-1.30175,8.92187,0,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-9.02218,10.046,1.3594,151789,-25,-25,175,-25,25,471,25,-25,145,25,25,245
7.43028,-9.24752,-9.15482,316,-25,-25,2,-25,25,1,25,-25,1,25,25,1
-21.9201,-20.3426,9.11312,102,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
2.3288,8.52947,-1.08048,102,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
12.0294,18.0657,-7.08265,269608,-25,-25,354,-25,25,656,25,-25,341,25,25,647
13.5832,-8.99289,-7.47581,52,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,25,25,1
-18.085,17.2189,-5.3406,1178,-25,-25,1,-25,25,5,-99.9,-99.9,-1,25,25,1
13.7104,-3.92575,8.60284,72905,-25,-25,103,-25,25,80,25,-25,167,25,25,139
-18.8571,-20.2422,-4.47933,57596,-25,-25,298,-25,25,82,25,-25,87,25,25,48
5.6419,-0.122498,-2.98924,137802,-25,-25,215,-25,25,198,25,-25,256,25,25,213
-6.23872,-6.62544,2.93948,93546,-25,-25,213,-25,25,143,25,-25,166,25,25,120
12.6651,5.09066,5.6159,101,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-12.2141,-4.82017,6.12504,39,-99.9,-99.9,-1,-25,25,1,-99.9,-99.9,-1,25,25,1
7.19865,-3.40216,6.88682,47,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-10.7108,4.96369,-8.28372,4366,-25,-25,9,-25,25,9,25,-25,2,25,25,11
19.7518,-11.5629,2.00119,9425,-25,-25,10,-25,25,8,25,-25,26,25,25,12
-1.29537,-10.3508,-2.90161,22404,-25,-25,29,-25,25,18,25,-25,56,25,25,18
-20.5252,-10.3153,-0.122387,144718,-25,-25,405,-25,25,263,25,-25,197,25,25,187
8.98386,18.0211,-8.97635,28045,-25,-25,42,-25,25,60,25,-25,21,25,25,92
-13.1367,-12.4023,-6.49592,148,-25,-25,1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
7.44715,18.9101,4.50895,39215,-25,-25,59,-25,25,63,25,-25,56,25,25,123
7.74445,-2.88766,0.97548,54,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
21.2987,-16.2982,8.50915,65079,-25,-25,77,-25,25,63,25,-25,274,25,25,99
4.61141,-8.85739,-8.99059,95,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-0.970279,-7.70576,0.274858,65,-99.9,-99.9,-1,-25,25,1,-99.9,-99.9,-1,-99.9,-99.9,-1
-19.8475,-2.10073,-3.34801,67656,-25,-25,165,-25,25,132,25,-25,89,25,25,69
-16.3236,-11.9186,-0.650754,5827,-25,-25,21,-25,25,9,25,-25,7,25,25,1
-4.27427,19.5128,-1.83115,60,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
19.0836,-0.151231,-0.972169,32464,-25,-25,46,-25,25,35,25,-25,75,25,25,61
-1.32551,5.68399,8.81739,6087,-25,-25,12,-25,25,10,25,-25,6,25,25,16
-12.5922,0.643894,5.54313,59,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,25,25,1
-20.7658,-21.0034,-1.92503,46,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
20.3715,-8.0211,-5.31353,110,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
7.29281,-6.44411,-1.61998,9359,-25,-25,21,-25,25,9,25,-25,28,25,25,14
9.06403,-1.48288,-1.74839,54,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
19.5134,7.60437,-9.78258,77500,-25,-25,74,-25,25,168,25,-25,87,25,25,158
-10.965,13.6329,-2.17711,13310,-25,-25,17,-25,25,31,25,-25,13,25,25,20
-7.28374,-12.5463,-2.67454,89,-99.9,-99.9,-1,-99.9,-99.9,-1,25,-25,1,-99.9,-99.9,-1
-1.25744,-14.5955,-4.60899,13452,-25,-25,35,-25,25,11,25,-25,23,25,25,20
5.18936,-15.9418,-3.06441,4631,-25,-25,6,-25,25,5,25,-25,15,25,25,12
16.5475,2.06443,9.95272,479,-99.9,-99.9,-1,-25,25,1,-99.9,-99.9,-1,-99.9,-99.9,-1
6.7958,4.35623,-3.76373,82,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,25,25,2
4.32926,19.762,-8.16664,7705,-25,-25,12,-25,25,18,25,-25,10,25,25,16
-0.207437,-17.9338,5.05988,48285,-25,-25,116,-25,25,61,25,-25,110,25,25,56
-19.7571,7.90763,6.51987,12974,-25,-25,22,-25,25,51,25,-25,23,25,25,22
